truth,Riesz_Informed,Riesz_Oracle,Riesz,Outcome_Informed,Outcome_Oracle,covered_outcome_adapted,covered_riesz_adapted
1.000000000000000000e+00,1.196422263974552758e+00,1.231166418719100264e+00,1.159626814628471836e+00,1.131683241929245742e+00,1.124380189202288216e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.490354676865970118e+00,1.375667376835985944e+00,1.121488058488766759e+00,1.105842891912923731e+00,1.061582342903379717e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,8.148493507139817904e-01,7.951144083949623909e-01,8.623576854739268827e-01,8.810655940402809527e-01,9.049535778274331310e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,9.448303085571996274e-01,9.070726936348659786e-01,1.018581045134241858e+00,1.008469586829490838e+00,1.016833444982836010e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,8.617837242447451418e-01,8.323351502620897069e-01,9.860277456709358734e-01,9.563747056383720135e-01,9.578804768660111879e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.110873739043134467e+00,9.370080277563965776e-01,9.607130712716847043e-01,9.988277881511278267e-01,1.009775149561533913e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,8.764502790915527086e-01,7.880404850224879132e-01,8.792666425496908911e-01,8.917973310392373065e-01,8.680448952284725017e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,8.465708736737238560e-01,8.279914793815944529e-01,7.605777809540983370e-01,7.730847174336636929e-01,8.000222916500248083e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,8.562973515650841305e-01,9.865232933313826669e-01,1.101627351928745835e+00,1.112293452080940437e+00,1.091789955404350199e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.142388200094080153e+00,9.761974896504249655e-01,9.548139182579936657e-01,9.217982887907648637e-01,9.840889411858931846e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,7.367179483181457433e-01,6.321704073643700239e-01,9.101799274095910830e-01,8.824353889502605242e-01,9.138039812076980128e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,9.388774737458533970e-01,9.624098458098537812e-01,9.162783729682014711e-01,9.209020325094137149e-01,8.663142400089625106e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.309375059729813495e+00,1.285512561909520457e+00,1.152891123060330036e+00,1.112149667171677292e+00,1.139838497741582080e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.308882125338056035e+00,1.342059767084068822e+00,1.110926247560581448e+00,1.060953161831343472e+00,1.066900705149838036e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,9.232097638023305519e-01,8.925931145816977663e-01,9.238242428892859959e-01,9.223267815318161311e-01,8.835013007875553992e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.232547851983510911e+00,1.271622247087875968e+00,1.062612614728646321e+00,1.042954621915318514e+00,1.023020843296939875e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,8.542262799008661922e-01,7.288543040191536315e-01,8.800034230989024486e-01,9.066961676880441745e-01,9.290892670881848447e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.083306955664555593e+00,1.032545119456728555e+00,1.232548226562401927e+00,1.232392975841393401e+00,1.252060587920680090e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,9.832290829032451773e-01,9.110727365078582496e-01,9.032943872656070683e-01,8.799602548538668634e-01,9.415720919063480521e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.051994982311461602e+00,1.039617903692542811e+00,1.004194757680242134e+00,9.598538838351706737e-01,9.419897710449527395e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.340709883736959984e+00,1.261905641391308341e+00,1.222497071370076016e+00,1.191503509824009432e+00,1.204812115138841122e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.259946570727263904e+00,1.207109635648789592e+00,1.012792582712365608e+00,9.914290681580649744e-01,9.829594468097446747e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.445110966499075777e+00,1.407372857140002154e+00,1.335452252165302944e+00,1.314664907213278333e+00,1.278543380820352127e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.055502103962352889e+00,1.038242281316387183e+00,1.031038725817224222e+00,1.006995544565434830e+00,1.016232462781801349e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,9.115233765592113402e-01,7.677264680510224037e-01,7.417900424301639983e-01,7.643575991109756718e-01,8.046626368049833999e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.316817502919860772e+00,1.249679633580564664e+00,1.009916900144519403e+00,9.667670867850686189e-01,9.795085275716979289e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,7.629501541380228069e-01,6.625066069263623181e-01,8.928402988860181244e-01,8.709534912954433050e-01,9.006641471008849376e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,7.878357079046895972e-01,8.497824536877344181e-01,8.405162817723059732e-01,8.138763758929132841e-01,8.102470984321877845e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.122837023028073311e+00,1.151591426485721659e+00,9.254218686463919763e-01,9.316684370149003191e-01,9.423376765071319605e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,6.465913757646679638e-01,4.855638717308968788e-01,6.389033958678655978e-01,6.510323389779277825e-01,6.858737089700719380e-01,1.000000000000000000e+00,4.000000000000000222e-01
1.000000000000000000e+00,1.047787287473501250e+00,1.026877915110199879e+00,1.077435132147034125e+00,1.096925581189130305e+00,1.081436180552378223e+00,1.000000000000000000e+00,4.000000000000000222e-01
1.000000000000000000e+00,6.543448385727508310e-01,5.584029931335984243e-01,8.089476679555278604e-01,8.572082075109777044e-01,8.784201977180752241e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.245875537754750573e+00,1.185325590351441916e+00,1.292353845287398606e+00,1.208523810842847324e+00,1.200436980668080134e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.254477910346694092e+00,1.249038785840691501e+00,1.169039168643086768e+00,1.196144812037290839e+00,1.208584708227258497e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.416901783213323496e+00,1.453424856007429877e+00,1.143753871220779539e+00,1.190405388825276356e+00,1.214218310413741175e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.209088179397157070e+00,1.162038475082215028e+00,1.124336111859255416e+00,1.061535793839506470e+00,1.051880074976831336e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,8.453298442015351188e-01,8.089466336319157680e-01,8.388272289128806403e-01,7.530031700917149129e-01,8.246658226178160689e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,9.224929984062251176e-01,8.660147572897067825e-01,1.002390846311246086e+00,9.510099733456894855e-01,9.341759214036530201e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.059096705452586162e+00,9.771618523602862982e-01,1.137730387039806779e+00,1.070339882866850889e+00,1.008686902215345516e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,7.672044029508023888e-01,7.160884927991801874e-01,1.028117862909903701e+00,1.007962617333329591e+00,1.028344128004837543e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.195307612267996422e+00,1.099409237675152529e+00,1.155029197164495480e+00,1.117418839008527787e+00,1.129268983333989063e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.044675007466016714e+00,1.018865130040053968e+00,1.071523754910127746e+00,1.075790931970904474e+00,1.060622435575322431e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,9.756895850166016348e-01,8.996918948242397240e-01,8.554172838343830909e-01,8.515511128162644994e-01,8.934169719334746906e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,9.438137174664306128e-01,9.465469014853910013e-01,9.479246560001818311e-01,9.447412042554170775e-01,9.602898149401211114e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.100007649192263459e+00,1.200136128212655473e+00,9.559934384140171826e-01,9.171514942234615386e-01,9.386837904305924685e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.433804991982543076e+00,1.438178586009762450e+00,1.202226476595831484e+00,1.202212534515803233e+00,1.230638788924720339e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,7.926461006498016770e-01,6.775159530944291353e-01,8.833761300642900549e-01,9.299115627787744032e-01,9.499393932332332868e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.032951258295486063e+00,1.007245867270393225e+00,9.972896667399574477e-01,9.359354859214730205e-01,9.683367757459996339e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.314764770568419783e+00,1.259445990934227488e+00,1.029966284638048180e+00,9.650417063985650135e-01,9.440804409787763030e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.384953702294400513e+00,1.436204854021549293e+00,1.176788378826370884e+00,1.096546911463880836e+00,1.133799721318242693e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,8.541785470905077782e-01,6.289348420286813290e-01,7.748920563245091930e-01,8.360025388529862544e-01,8.000674871665158783e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,6.691533553764902331e-01,4.892406001520539505e-01,7.317636451581315260e-01,7.219691507459946589e-01,7.944210195102234806e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.039488168074354402e+00,9.581566573569590961e-01,8.789020508362060946e-01,8.262461035960806388e-01,8.730162050890384329e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.270589863870362768e+00,1.130726954030084608e+00,1.125031944219171631e+00,1.047189588589594100e+00,1.043447266210560054e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,9.256948285044884761e-01,7.725441817004106149e-01,9.470169472866144522e-01,8.995455229160242983e-01,8.978883386771321362e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.292907493893902027e+00,1.261380919229657671e+00,1.163325363019205527e+00,1.150935045826694925e+00,1.208195415907987513e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.033284714586200748e+00,9.360605058135105239e-01,9.327268361206713099e-01,9.223908507057743122e-01,9.385753622275894159e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.385605870069008150e+00,1.379370350677443513e+00,1.313081347865746817e+00,1.276700368199599867e+00,1.255026492485088907e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.178294754078860196e+00,1.284593875824799225e+00,1.031220870592908012e+00,1.010421610474204090e+00,1.066736248439783319e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.606925305120147307e+00,1.500602120556250973e+00,1.428413333556700859e+00,1.435315371702227560e+00,1.407095403143158396e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,8.325110507659680970e-01,8.267600234217048483e-01,8.983014171058948394e-01,8.260488301018589219e-01,8.287796779841585249e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.200887652894519153e+00,1.174389926631011605e+00,1.080959350996535173e+00,1.038055629757668630e+00,1.036198927093961997e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.363512549192853474e+00,1.358513229721363569e+00,1.245517475701584553e+00,1.215490427122252193e+00,1.227508009199288708e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.249177927257491660e+00,1.096175818184286888e+00,1.122398365818322086e+00,1.107353766311563570e+00,1.078079537180667291e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.347583576574042485e+00,1.342367205255873275e+00,1.138472012645876275e+00,1.102931734266750841e+00,1.110456902907376975e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.224806227546999082e+00,1.156614648476428586e+00,9.860021895584606400e-01,9.534785386384201367e-01,1.057866914272952874e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.289506462403571696e+00,1.184973241345406825e+00,1.160028832026214651e+00,1.118922112650330813e+00,1.152007129277427877e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.238072745782646367e+00,1.174016537979111430e+00,1.130356549334051053e+00,1.111135741906847718e+00,1.131847982987693735e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,8.950695303801159408e-01,8.574366399046889908e-01,9.037401446621698975e-01,9.066465896520278234e-01,9.255751315236914190e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.222197386984865464e+00,1.269177383131617987e+00,1.009098437614352139e+00,9.788877975268731602e-01,9.597861938527725290e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.107822459450403585e+00,9.437534980136484952e-01,1.131376934742230222e+00,1.093604191914243629e+00,1.156389316877366014e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,9.805340875687278412e-01,1.071803569796530242e+00,9.011628703741975110e-01,9.657857389512816138e-01,9.761995850089921767e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.110223247741312091e+00,1.057011866807030520e+00,1.156641181390403839e+00,1.105113308409936712e+00,1.136235058025403255e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.361625078226284646e+00,1.382787934735848268e+00,1.045127192524359705e+00,9.488518536629378941e-01,9.455516284503830970e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.079108194803340526e+00,9.867055096867873853e-01,1.001572428088968403e+00,1.010683066859876522e+00,1.046940790812088684e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.301072563496556977e+00,1.255506447015076965e+00,1.022213354835848520e+00,1.023534642203740797e+00,1.063812526262388980e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.069882409867028317e+00,1.069666656701730778e+00,9.661862586282757848e-01,1.001076557930087985e+00,9.811886957772402162e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,8.443943065110781632e-01,8.227435487042324969e-01,9.498648484626155408e-01,9.679804863501366707e-01,9.836205337529762005e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,8.171529355945043038e-01,6.550928958820971815e-01,7.704678510573815808e-01,8.041228205116428551e-01,7.940901096328464304e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,9.669773031302854038e-01,8.391516248581518678e-01,8.929781284077704662e-01,9.255442822668730196e-01,8.822512075085788830e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.003875509003692823e+00,8.562267601347361978e-01,9.214667547853402363e-01,8.824059269246617987e-01,8.799740312911000784e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.258580666639387946e+00,1.015009851968158072e+00,1.089097657930287344e+00,1.112128009287020491e+00,1.133726531383805636e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.136181802168212185e+00,1.132728391098247966e+00,1.073333908630776490e+00,1.041532504542207915e+00,1.062055819125109046e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.225015043022596339e+00,1.198322936368499070e+00,1.169800250576615408e+00,1.165432658273807043e+00,1.198064919521077965e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,9.484045279925180649e-01,9.570697106288651446e-01,9.355808709631039388e-01,9.571856661597604177e-01,9.457277631585501165e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.031350192882009909e+00,9.622376743371504615e-01,1.009074400282350181e+00,1.005067129607331244e+00,1.007956128951702501e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.102375944975893640e+00,1.156132625355989374e+00,1.002421227802746673e+00,9.892870381755302089e-01,9.628673364759698927e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.270471193997385395e+00,1.185057778349165147e+00,1.122552625355320632e+00,1.128324026584756501e+00,1.146271556705516392e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.090533896806289871e+00,1.143433674341895578e+00,1.045598923668331182e+00,1.052912943313874417e+00,9.740366998591685199e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,8.231323545826064736e-01,7.481836643864857583e-01,7.441815847629972280e-01,7.200336348005937914e-01,7.367280303837593358e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.156314388863897591e+00,9.602568851086221713e-01,1.052150557682326015e+00,1.023976648457904259e+00,1.046917163334971868e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.048822330855009755e+00,8.823752762075610656e-01,9.927273547673127752e-01,1.000974689265212492e+00,1.011312413455114578e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.196497929555463191e+00,1.192013764207533022e+00,1.040805903834395973e+00,9.891338807530328792e-01,9.960719268559219408e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,8.258200245118958449e-01,8.713492999344522039e-01,8.805827245658228719e-01,9.338016218795250900e-01,9.323106174520326972e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.076507018815833439e+00,1.059753677688463513e+00,1.212209050591428028e+00,1.231971785709235157e+00,1.237108835643241367e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,7.642000387339777934e-01,6.413248400740347854e-01,9.277873375183034454e-01,9.551675339725019809e-01,9.930471537741590859e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,7.273284687153858119e-01,6.560492619842565043e-01,8.142117829662166573e-01,8.214622435323319927e-01,8.351604254802926786e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,9.846369669208109299e-01,1.011846112787887053e+00,9.566781328376989801e-01,9.356866308725645398e-01,9.350806682586064733e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.325702004035221870e+00,1.272809574799066201e+00,1.206181068677128376e+00,1.138803704448468901e+00,1.154148687416377772e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,8.982729984371955467e-01,1.003747385590178620e+00,7.741171915248896696e-01,7.780191420374775735e-01,7.706466473895245972e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.389283580369165216e+00,1.238777666488487084e+00,1.224343427586183530e+00,1.234202254667507992e+00,1.209661204383596367e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,9.396389125447577317e-01,8.574757798497498751e-01,1.026516892922479496e+00,9.651841615148663012e-01,9.740725537052496996e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.356814515735253357e+00,1.219070060579460657e+00,1.154313204643643509e+00,1.157812535242357166e+00,1.203437222219517988e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.432669402809875425e+00,1.288407498189951594e+00,1.258675090943784047e+00,1.177653166845358701e+00,1.141429381206776617e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,6.894260851933288192e-01,7.009793890568140062e-01,7.646636877203710769e-01,7.726425206855590533e-01,7.742472670093836218e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.230328968683387814e+00,1.131054394086234316e+00,1.214043435972435026e+00,1.217285737892301212e+00,1.257801803116583628e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,9.739031453304698438e-01,9.482027793555317663e-01,1.049815741209421782e+00,1.076149429687708103e+00,1.120650145339994186e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,9.583144689678072536e-01,9.376843329947281980e-01,8.835457415916340151e-01,9.167384478905119538e-01,9.778206565529632410e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.162907181474099882e+00,1.274615187434229968e+00,1.040603411064717543e+00,1.003841001806091704e+00,1.018500173811303977e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.481512408432493988e+00,1.415197392799174558e+00,1.182623012565053866e+00,1.179919933212747463e+00,1.146762127362043193e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,9.557421451585677019e-01,6.272836280629927597e-01,8.037224245232441611e-01,7.922248545420752519e-01,7.873319928837185788e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.197301433250110181e+00,1.217384549044136177e+00,1.194852711118728594e+00,1.142388909326077284e+00,1.089642320727073566e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.123544198049190257e+00,1.147010590600563207e+00,1.047847739009046375e+00,1.036385896280970442e+00,1.006345577051098061e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,9.470005075749264867e-01,8.676228955595299830e-01,6.572391994987135666e-01,6.597644895265729614e-01,6.726604312615491743e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,9.809847508478646283e-01,8.884726897416393987e-01,8.801664072220476420e-01,8.187009455024296667e-01,8.046405415134560979e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.171794673735153669e+00,1.203933057981371402e+00,9.318567275416520523e-01,9.565669621537024048e-01,9.299614957482401634e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,8.391209032236355281e-01,7.741817504652237503e-01,9.055521416727499995e-01,9.453560593014272984e-01,9.543793149456252234e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,9.308374469846978361e-01,9.702099255388541010e-01,9.024794063435495062e-01,9.161661713582449629e-01,9.192494338723371516e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.110888611875237686e+00,1.057904569385244464e+00,1.169078679570921597e+00,1.180016985443603339e+00,1.173053821925685414e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,9.080604442130484344e-01,6.340073959117895619e-01,7.391664802440798265e-01,6.991185979473655276e-01,7.036902593626852553e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.214595052754973814e+00,9.657970450899832082e-01,1.110693035175754684e+00,1.050045948554375386e+00,1.026498859155479115e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.059854742045095666e+00,1.054448945826420792e+00,1.052791696110463970e+00,9.917392098700145153e-01,1.038352452522923741e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.257155587076223657e+00,1.046676018049817358e+00,1.079492408552389593e+00,1.073808524233836881e+00,1.080136066012416629e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.044733152650412888e+00,1.035354350283427927e+00,1.018213027891402112e+00,1.002982273276757930e+00,1.014274821227230561e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.086352026197361820e+00,1.090360471735051462e+00,1.083730899765929845e+00,1.015395209793184428e+00,1.054859191571668520e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.146820483443660166e+00,8.642490497016747097e-01,8.995285767669829458e-01,8.395485061963665618e-01,8.733016803269003647e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,8.812393707095795836e-01,8.631611754460019048e-01,1.036950467485595606e+00,1.020909636954948407e+00,1.091162753731946822e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.121325515335223288e+00,1.031687439141882212e+00,9.760267020291842899e-01,9.163091020479825488e-01,9.058582349795778477e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.192731216650705361e+00,1.129912422608176925e+00,1.238817298725538363e+00,1.210552151192499259e+00,1.242106083516943071e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,8.262727102485580843e-01,6.979725310944236982e-01,9.343705097413804728e-01,9.312675890181526528e-01,9.363839425467610500e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.042534769803900696e+00,9.726679481495162927e-01,1.098373247829738997e+00,1.102115239786041867e+00,1.100447536658558212e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.190064454852951092e+00,1.091189058030119341e+00,1.158944137870451030e+00,1.130215049610562295e+00,1.101820305585894388e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,8.767843220754671929e-01,7.431206884774018695e-01,8.752619534011660818e-01,8.940009066879475164e-01,9.515311626419686863e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.226093947101768000e+00,1.266509636528042604e+00,1.003185878309806656e+00,9.723312409875879414e-01,9.515007059384015253e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,8.931894934476292125e-01,7.437214781445768974e-01,9.932221045942890569e-01,1.019776964249425433e+00,1.040114675501776054e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.073470541743324791e+00,1.035746858087197353e+00,1.148812981097992125e+00,1.126883451765846367e+00,1.112073723621909593e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.059059563527014580e+00,9.252706520411093649e-01,9.233321125293523224e-01,8.562796627086299850e-01,8.513204733584487371e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.102337483926420170e+00,1.017706708984726927e+00,1.044095570033192422e+00,1.019188062733823896e+00,1.022374862653609107e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.010486159329425204e+00,9.122567988489741486e-01,1.118194813006196497e+00,1.170615473911260196e+00,1.162462462127505258e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,9.839728438404952149e-01,7.877875491155987842e-01,1.092972543506270489e+00,1.062642009483271144e+00,1.091844048606612105e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.219349829960757692e+00,1.190556554370241660e+00,1.009666315426522187e+00,1.011084273644902831e+00,1.019835246300937026e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.131485799036279216e+00,1.026555138576110249e+00,9.232680503845528408e-01,9.172330142568295708e-01,9.365878816858064226e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,8.576161402999021854e-01,7.863891262856679276e-01,1.144417109889728668e+00,1.157730264416069632e+00,1.156829820718124457e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.331911257397301762e+00,1.342872666064572007e+00,1.092612599938715290e+00,1.094695592881536061e+00,1.114766971959981756e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,5.574312826585965386e-01,5.679303334152604466e-01,6.773486739448314475e-01,6.892891198008250786e-01,6.800124568450957030e-01,1.000000000000000000e+00,8.000000000000000444e-01
